epochs,octoFlash (r),octoFlash (w),octoFlash (r+w),octoFlash (r cycles),octoFlash (w cycles),octoFlash (cycles),hyperRAM (r),hyperRAM (w),hyperRAM (r+w),hyperRAM (r cycles),hyperRAM (w cycles),hyperRAM (cycles),npuRAM6 (r),npuRAM6 (w),npuRAM6 (r+w),npuRAM6 (r cycles),npuRAM6 (w cycles),npuRAM6 (cycles),cpuRAM2 (r),cpuRAM2 (w),cpuRAM2 (r+w),cpuRAM2 (r cycles),cpuRAM2 (w cycles),cpuRAM2 (cycles),flexMEM (r),flexMEM (w),flexMEM (r+w),flexMEM (r cycles),flexMEM (w cycles),flexMEM (cycles),cpuRAM1 (r),cpuRAM1 (w),cpuRAM1 (r+w),cpuRAM1 (r cycles),cpuRAM1 (w cycles),cpuRAM1 (cycles),bus port 1 (r),bus port 1 (w),bus port 0 (r),bus port 0 (w),epoch OPS,epoch OPS vs total %,epoch compute (cyles),epoch compute (cyles) vs Tot %,max (cycles),max (cycles) vs Tot %,epoch average ATON power (mW),epoch average ATON power vs Tot %,epoch average memory power (mW),epoch average memory power vs Tot %
390 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
391 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
392 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,102400,51968,51200,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
393 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,204800,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
394 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
395 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
396 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
397 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
398 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
399 ,3584,0,3584,21504,0,21504,0,0,0,0,0,0,51200,25600,76800,32000,16000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,25600,51200,0,742400,0.000168963,51200,0.00131529,51200,0.000557168,26.6797,0.000821925,22.1253,0.000349051
400 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
401 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
402 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,25600,0,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
403 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
404 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
405 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
406 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26368,51200,26624,51200,358400,8.15682e-05,25600,0.000657646,38000,0.000413523,43.6495,0.000672357,40.693,0.000320989
407 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000,51200,321536,25600,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
408 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
409 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230400,25600,270336,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
410 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
411 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26624,25600,768,51200,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
412 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
413 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
414 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
415 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
416 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
417 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
418 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
419 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
420 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
421 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
422 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
423 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
424 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
425 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
426 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
427 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
428 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
429 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
430 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
431 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,256,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
432 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
433 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
434 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,76800,0,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
435 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,76800,51968,25600,358400,8.15682e-05,25600,0.000657646,38000,0.000413523,43.6495,0.000672357,40.693,0.000320989
436 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000,51200,321536,25600,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
437 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
438 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,25600,230400,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
439 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
440 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,51200,26368,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
441 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
442 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
443 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
444 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
445 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,51200,26368,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
446 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
447 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
448 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
449 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
450 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
451 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
452 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
453 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
454 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
455 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
456 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
457 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
458 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
459 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
460 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,256,25856,4000,40,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,25600,0,0,0,25600,0.000657646,25600,0.000278584,10.7933,0.000166255,4.79098,3.77916e-05
461 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
462 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
463 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,16000,4000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,25600,0.000278584,16.4882,0.000253977,22.9535,0.000181059
464 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,102400,153600,8000,38000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,76800,51968,25600,358400,8.15682e-05,25600,0.000657646,38000,0.000413523,43.6495,0.000672357,40.693,0.000320989
465 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,512000,76800,588800,22288,8000,30288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000,51200,321536,25600,13158400,0.00299472,68267,0.00175373,393216,0.00427905,62.1973,0.00255484,251.276,0.00528558
466 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
467 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,435200,51200,486400,46288,8000,54288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230400,25600,270336,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,65.1686,0.00267689,244.45,0.005142
468 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
469 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26368,25600,1024,51200,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
470 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,51200,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
471 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
472 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
473 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,25600,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
474 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,51200,26368,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
475 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,51200,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
476 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,25600,51200,0,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
477 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336,0,204800,25600,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
478 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
479 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26624,25600,768,51200,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
480 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,153600,8000,4000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,102400,0,25600,5.8263e-06,25600,0.000657646,25600,0.000278584,7.06998,0.000108903,26.901,0.000212197
481 ,0,0,0,0,0,0,0,0,0,0,0,0,102400,25600,128000,8000,32000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,51200,25600,51200,1.16526e-05,25600,0.000657646,32000,0.00034823,24.6085,0.000379059,22.9535,0.000181059
482 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,409600,25600,435200,14288,4000,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,25600,270336,0,13132800,0.00298889,68267,0.00175373,393216,0.00427905,59.5461,0.00244593,241.188,0.00507339
483 ,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,51200,32000,4000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,25600,0,0,0,0,0,32000,0.00034823,0,0.000230952,0,6.86184e-05
484 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,25600,76800,102400,4000,6000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,51200,26624,25600,358400,8.15682e-05,25600,0.000657646,25600,0.000278584,30.5981,0.000471319,31.994,0.000252371
